comments,year,month,day
"Just started my final Elmo BP Pulse charge before they deactivate the card tomorrow.  
 
it has served me well.",2023,2,28
"A neighbour has an informal arrangement with a friend to share his MG5 60:40. It seems to work for him. I would consider this as I could add someone as an additional driver and they could access the vehicle using the App. Currently got a branded Fiat 500e, so would be £200 a month each for a 50/50 share. Pity you don’t live in east London  @ajtaylor  ",2023,3,1
"I would definitely love to use them as my salary sacrifice car, however my employer (a university) only offers tusker (with their 2x the cost after taxes etc!!)",2023,3,1
"Just read the Elmo Salary Sacrifice paperwork. Minimum of 12 month commitment for people who subscribe through the scheme and it doesn't look you can break it. Hmmm. 
 
Onto's seem to charge a £249 fee for booking a car (but covers delivery and collection) to the employer. 
 
 
Can't see my HR department taking either to be honest.",2023,3,1
"12 months is the HMRC Rules for Salary Sacrifice minimum term, which makes sense.",2023,3,1
"First elmoCharge/Paua charge today at Connected Kerb. 
 
RFID card worked fine - connect both ends of cable, tap on the unit, leave. Tap again to finish, remove cables. When I finished the charge the session appeared in the Paua App straight away.  
 
Paua app is weird, but I will try it next time. The app for this location shows six units, but with serial numbers that don't match the actual units. Only when you select an actual charging unit do you see it's actual Serial Number, which makes no sense, so with this location I have a one-in-six chance of selecting the right connector each time. 
 
 
I certainly won't be using the the elmoCharge/Paua system after this £100 credit goes though - 11p/kWh more at Connected Kerb, looks up to 18p/kWh more on Geniepoint rapids as opposed to using PAYG.",2023,3,4
"Not going so well for my second elmoCharge/Paua charge, again using Connected Kerb. 
 
Tried to use the App this time, but it wouldn't start correctly (would always say the post was in use, but it wasn't). So used the RFID card instead. 
 
Gone to fish out my car this morning and it's showing four charges - all starting at 9pm last night (which is correct) - two showing 0kWh delivered, one showing slightly over 46kWh (but not the same). But I've been billed just over £21 for both these two charges. 
 
 
Paua app seems to think I am still charging, but I am definitely not.",2023,3,8
"Well, today's the day. 
 
Zoe's had its last charge and a good wash inside and out. Now sat waiting for BCA/Cinch logistics to come and pick it up. 
 
I've had my fair share of nightmare situations since I started just over two years ago, but I will definitely be sad to see the car roll away in a few hours time. I simply can't justify the £80/90 a month extra for the electricity now that the inclusive BP Pulse has been removed.",2023,4,3
"Hi all, 
 
I've taken out a subscription with Elmo and the car is due to be delivered next week (MG ZS SE). 
My first EV, so thought this would be a good way to try an EV before committing long term! 
 
Just a quick question, does the Paua app/ card offer a discounted rate at the chargers? or it is just an 'all in one' app grouping a few networks together? 
I'm with Octopus energy and have signed up for their Electroverse card which I believe does apply a small discount, just wondered if Paua was the same? 
 
Thanks.",2023,4,3
"@Danny88  word of advice. If you use the Paua/elmoCharge card, download the Paua app and keep an eye on what you spend on it. Just been emailed (for the second time) saying I owe elmo money for my charging which is over what I have actually used with my elmoCharge card.",2023,4,6
"Received my MG ZS through Elmo and loving it so far. 
Just been looking through the thread and can see a few people have recommended Insurance4carhire to cover the excess, however I've taken the ElmoSave option and 'tied in' for a year. 
 
Looking at Insurance4Carhire it's for a 60 day hire period maximum, so I'm assuming this would only be valid on the ElmoFlex option? / anyone on ElmoSave taken out the cover?",2023,4,18
Now costs £75 to take your car to Europe - used to be free. Strangely it also includes the Isle of Man as in Europe… hmmm,2023,5,31
"My Elmo is going back a week on Monday. 
Planning on spending the weekend before to thoroughly clean it myself, how clean did people really get theirs before returning though?",2023,5,31
"Just about to start my 9th month with an Mokka-e with Elmo, boy I wish they would get some new / different cars on the service........ seems to have largely stayed the same line-up in those 8 months. Would love to see the MG4 or Cupra Born...",2023,6,9
"Still getting used to my new Niro 4 and don't seem to be able to get the cabin heater working properly. Some journeys it doesn't produce any heat until after about 15 - 20 minutes driving and even then the temperature output is modest, even with the dial cranked up to max.  Have tried leaving it on ""Auto"" (as advised by salesman) and also using the manual settings with all permutations of air direction and fan speed. My wife's Fiat 500e get toasty after a couple of minutes so am I doing wrong something with the Niro or is the heater faulty?",2023,3,22
"I understand there are 3 levels of auto on the Niro EV. So try using level 3 perhaps? 
Also, are you driving the car in ECO mode? That reduces the energy used by the heater system. Try Normal driving mode perhaps? 
The Climate Control system will also apply less energy to the cabin heater use as the outside air temperatures rise (and the sun is out strongly, the sun energy is measured directly in real time via a solar detector on top of the dashboard). HTH Peter",2023,3,22
"I think the Niro heating is quite sophisticated and non-trivial in how it works. I've noticed that if I drive like a lunatic and accelerate and regen heavily, I will get a surge in heat delivery, which makes me think the system is scavenging waste heat from the motor and power electronics, and ""topping"" up as necessary with resistive heating. But I think the algorithm controlling the resistive heater must be more complicated than ""It's cold, turn the heater on"".",2023,3,22
"Where you don't get what you ""expect"" from the heating on Auto, press the Climate icon on the Infotainment screen and manually turn on Heat and direct airflow as you wish from the various options/icons displayed. 
 
If doing that still means the car doesn't get warmer then I would humbly suggest you need to talk to your dealer and get them to check the HVAC system. There were early reports of issues with HVAC and some had newer firmware applied and indeed some had some hardware swaps. 
 
No point in trying to live with things if you have a brand-new car not working as you expect. That is what the warranty is for.",2023,3,22
"Previous posts have mentioned this but here’s the skinny and what worked for me and others. On entering the car manually increase the blowers to max level (not ‘windscreen clear mode’) for about 10 seconds. Then hit the auto button to whatever level you’re comfortable with.  
Doing this a couple of days in a row early on seemed to kick start my heating and it’s been great since. I keep my temp at 21 and on ECO and even then get a decent amount of heat ( no heat pump on my car ) very early on in my drive. Normal mode vs ECO mode defo makes a difference and particularly with the strength of the blowers and I’d advise moving out of ECO mode if you need to clear your windscreen quicker.",2023,3,22
"EDIT: The Plug in Car Grant ended 14 June 2022.  
 
 
I'm putting together a list of cars under £32,000 RRP(Recommended Retail Price) and eligible for the PICG (Plug In Car Grant). 
 
 Citroen e-Berlingo (M) – Feel 
 Citroen e-Berlingo (M) – Flair XTR 
 Citroen e-Berlingo (XL) – Feel 
 Citroen e-C4 - Sense, C-Series Edition, (Shine Edition if you can find one) 
 Citroen e-Spacetourer (50kWh) – Business Edition (M) 
 Citroen e-Spacetourer (50kWh) – Business Edition (XL) 
 
 
 Fiat New 500 Electric (All trims, hatchback and convertible) 
 Hyundai IONIQ Electric - Premium 
 Hyundai KONA Electric (39kWh) - SE Connect, Premium 
 MINI Electric L2, (L1 if you can find one) 
 Mazda MX-30 SE-L, Sport Lux. 
 Renault Zoe 
 Peugeot e208 Active Premium, Allure Premium 
 Peugeot eRifter Standard Length Allure Premium 
 MG 5 Long Range (both trims) 
 MG ZS EV Standard Range (SE, Trophy and Trophy Connect) 
 MG ZS EV Long Range SE 
 Honda e (base trim) 
 LEAF 40 Acenta, N-Connecta. Tekna is £495 over. 
 Smart EQ (all versions, all trims) 
 Vauxhall Corsa-e SE, SRI, Elite 
 Vauxhall Combo-e Life SE 
 Vauxhall Combo-e Life SE XL (7 Seat) 
 Vauxhall Mokka-e SE, SRI, Elite, Ultimate 
 Vauxhall Vivaro-e Life Edition/Combi L 
 Vauxhall Vivaro-e Life Combi M 
 Volkswagen e-up! (order book closed? Dealer stock only?) 
 Volkswagen ID.3 Pure Performance (45kWh 150PS) - Life 
  
Let me know if I missed anything. I'll try and keep this updated.",2021,12,18
"How about - Citroen C4 50Kwh Electric AT Sense Plus RRP £31,385. 
 
Possibly - Citroen C4 50Kwh Electric AT Shine RRP £32,335 (If price drop to meet PIG).",2021,12,18
"It is interesting to see a list of all types of vehicle available for the different grants, a lot of them I didn't know about.  Low-emission vehicles eligible for a plug-in grant",2021,12,18
"We received the message from the government at 7:01am 
 
At 7am the portal where you register a car for the grant had been switched off, if you had had a quote the night before on a car and “went home to think about it”, at 7am the next day you had missed out. 
 
The range I sell don’t have any EV’s - but a friend who does says there is a system in place to put grants in place for cars ordered in the 7 days before the switch off as long as the order was placed with the manufacturer in that time (to prevent people lying and backdating order forms). 
 
It was a complete shock.",2021,12,19
Plug in car grant,2021,12,19
Updated list to reflect Vauxhall £3000 RRP reduction for Corsa-e and Mokka-e.,2021,12,20
"I am really peeved by this change. I had been mulling over options to replace a 2013 Passat diesel estate and had (slightly reluctantly having never bought a new car in my life!) decided on a Skoda Enyaq with the small battery that crept under the £35k limit. At that point I called the dealer and found out about the 8 month waiting list, so held off - now this...   
 
The government's logic here is flawed - with two kids, domestic holidays and loads of stuff to chuck around we need a large family car, but there is literally nothing on that list that will do the job for us. As a result we will probably have to go for a petrol hybrid instead which I'd rather not buy but makes far more economic sense given how our mileages have dropped. If they are serious about getting the mainstream to switch to pure EVs they should be basing discount on the car you are replacing or saying each family unit can have a PICG of X to put against any pure EV of their choice. This change plus the removal of the charger grant in March is going to put off a lot of buyers like us who were about to go electric in the coming year.",2021,12,22
"As far as I know, no other brands have announced price cuts to get under the new grant threshold. By now, they've had enough time to react the surprise change. 
 
Perhaps they are waiting to see the Q1 numbers.",2022,1,31
MG ZS SE Standard Range and Trophy Standard Range should now make the list.,2022,2,2
"You are confusing the ""free chargers incentive"" offered by dealers with the plug in car grant which is currently £1,500 and the car must have a recommended retail price (RRP) of less than £32,000, including VAT and delivery fees, which your car had. You could claim the OZEV homecharge grant of £350 to install a charge point at home subject to other criteria irrespective of the price of your car.",2022,2,16
"Added MG ZS Standard Range SE, Trophy and Trophy Connect to the list. 
 
Updated Citroen to include the new van based passenger cars.",2022,3,25
It is good they offer £2500 grant for vehicles upto £35K that can be converted to wheelchair access.,2022,3,25
Yes. Commercial and wheelchair accessible vehicles have different rules and grant amounts.,2022,3,25
"Citroën changed the C4 trim levels again. The Shine Edition is no longer available to order. There is a new 'C-Series Edition' with a different mix of options which comes in just under the grant threshold. 
 
Peugeot updated pricing for the e-Rifter. The entry level trim now qualifies for the PICG.  
 
 
Source:",2022,5,14
Can we unpin or rename this thread since PICG is no more?,2022,6,14
Unstuck thread. Edited 1st post.,2022,6,14
"Had a great day at FC live in Harrogate on Friday. Lots to see and chat to people about, both cars, connectivity and general EV stuff. Great showing from .Hyundai, Kia, Genesis, BYD, Polestar, Tesla and Ora where you could test drive and / or pick up information. But where were the European offerings? There was a token static Fiat 500, an Astra, an MG4 but with no POS or datacapture.. Complacent or just not interested? Opportunity missed, methinks! Wake up!",2023,5,21
"They are all in their padded cells, gently rocking back and forth mumbling something like ….“missed the boat…missed the boat” or some such thing, having just got back from the Shanghai motor show……….",2023,5,21
"I went on Saturday hoping to sit in a Jaguar I-pace and citroen ec4 but as you say both manufacturers were absent, it was a bit disappointing. What was there changed my mind about particular cars from just 30 seconds in the seat, bases or backs too narrow, not enough space between steering wheel and floor at highest rake etc.",2023,5,21
"On the recent FC podcast, on YT, they talked about their most asked question. ""Where is X car maker?"" They invited everybody. They said they would list all the companies asked but refused to come, who not only turned down paid for space but even the opportunity to display a car for free. Draw your own conclusions.",2023,5,22
The McMurtry Speirling Fan car was my favourite 😎,2023,5,22
"Also got lots of interest in my Renault Megane in the carpark, guess Renault missed a trick there not attending the show 😄",2023,5,22
"I was at the show on Saturday and found it to be ok. Not quite as wide ranging as Id expected with many major (legacy) brands not on show. 
 
The highlights for me were seeing the Ioniq6 in the flesh and the EV6 GT, the latter being my next expected purchase however the Ioniq6 looks really really good, great too to see the 6 in a couple of different colours. It might be the one to get when the 'N' variant is launched instead of the EV6 GT. 
 
Bar that, me and my buddy who was disappointed at the lack of home solutions on display were done and dusted in 90 mins. in truth, we couldve been finished in an hour if wasnt for wanting to listen to a talk involving EVM. 
 
Still though, it was a great excuse to get out into the sunshine and overall we were glad we went.",2023,5,22
"Fisker were at FC-S were they at FC-N? Did Ford not rock up with an F-150 EV? 
 
What about Lots of Trouble Usually Serious from NorfikWuhan?",2023,5,22
"Wasn't disappointed as didn't go just for cars. Lots of good talks, and interesting stands with new ideas, and new businesses.  
 
I guess if you went and wanted a normal 'motor' show then I can see why you may have been less than impressed.",2023,5,22
"Hi SPEAK EV Community , just joined as the missus has been on my case to ""go electric"" since she got her fiat 500e so I am considering my options now and a good friend recomended your forum. 
 
So hope you're all well, feel like Ive been learning alot already by browsing the posts 🤓",2022,9,8
"Hi, there is a wealth of knowledge on here and dedicated forums to your vehicle.",2022,9,8
"Welcome. Why is your wiser half pushing you to go electric? 
 
I've never wanted to use self-parking so can't speak for that. You won't go wrong with a Model 3 and the one thing you won't need to worry about is the software.",2022,9,8
"Welcome onboard! 
Enjoy the ev whenever and whichever you go for",2022,9,8
Had self parking of a sort on our last 5008 ICE for 3 years and never used it once in all that time. 🤗,2022,9,8
"My mum is an active 72 yo former petrol head. Currently in a Skoda Fabia that she bought for practical reasons but it’s 10 yrs old and starting to annoy her. 
Please help me suggest an EV for her. I think she will feel confident for longer driving an EV especially as her arthritis makes gripping gear stick etc harder as time goes by. 
Ideally five door as she ferries “old people” to and from church but this isn’t a deal breaker.  
Skoda Fabia size or smaller. 
She mostly does local journeys up to 100 miles round trip. Unlikely to do longer journeys but if she did she could hire an ICE if she felt she couldn’t handle charging in the wild. 
She’ll have home charging. 
Thanks so much 🙏🏻",2022,10,24
"KIA Soul? Fairly compact, and upright seating arrangement.",2022,10,24
"What's her budget? There are only a handful of small EVs that are in the same size class as the Fabia - Renault Zoe, Peugeot e208, Vauxhall eCorsa, Fiat 500e. Of those, none have much space in the back, so a slightly larger car would probably be better. I was very impressed with the MG4, more space in the back seat than the MG5, excellent to drive, and cheaper than all the smaller cars I listed above.  
 
My granny used to serve lunch at her church until she died at 83, some of the ""old people"" she served were 20 years younger!",2022,10,24
My MiL bought a Seat Mii and loves it. The Mii/Citigoe/eUP is a really nice little car if you want something small and not too complex.,2022,10,24
MG4 seems to be the cheapest solution for a petrol head.,2022,10,24
"Leafage? Quite big inside, easy to get in + out , or the Kia mentioned above. 
 
My Kona is not that great for passengers in my view, and its boot space is total carp compared with a Leaf-without-a-boom-box 
 
If she really wants to major upgrade from the Fabia, and stuff your inheritance, then I think we'd all say: Model X  
That'd get the church talking about its gull wings .... as the Vic steps out of the rear seats",2022,10,24
"My wife, who is a 76 year old granny, is very happy with her Seat Mii Electric. Not made any more but you might be able to find one (or a VW e-Up or Skoda Citigo) second hand. Make sure it's the newer one with the bigger battery, though. 
Easy to drive, easy to park, not too many high tech bells and whistles, and surprisingly roomy even in the back, as long as you don't want to stuff the boot with luggage as well.",2022,10,24
"Another vote for Kia Soul. Relatively compact outside but big and comfortable inside for up to 5 adults. Easy to get in and out front and rear. Same underpinnings as the eNiro, so good range and performance, with buttons rather than everything via touch screen. Someone on the forum uses one as a taxi. 
 
An eNiro driver would find it very familiar and easy to explain.",2022,10,24
"I would echo the comments about the Kia Soul. I had one and have now moved on to the new Niro but the Soul was a remarkably accomplished and well specced car for the money. Upright seating position, easy to manoeuvre. Hard to beat.",2022,10,24
"This Granny has a Peugeot 2008. Very comfortable drive, good acceleration, plenty of bells and whistles.  
Husband has arthritis in lots of joints and he likes the easy access to seats.  
Apart from that we just choose a car the same way as we always have done.",2022,10,24
Another for Kia Soul,2022,10,24
"Thanks everyone, some really good suggestions there. Will pass them on ☺",2022,10,24
"Does the touch-screen factor come into the decision? 
 
For ease, familiarity and speed of use, having buttons to control things can be quite handy compared to touch-screen based controls.",2022,10,24
"Pushing 70, and grandparents. VW iD4 has been fine for our lifestyle and typical 100-200 mile trips. Fits the grandkids in fine.",2022,10,24
I don’t think it’s legal to try and swap your granny for a EV or morally correct. Title EV for granny has me worried what the kids will do with me next!,2022,10,25
"We've got a Corsa-e and whilst its mainly our 5yr old in the back we do on occasion ferry adults around in the back and its not too bad. I'm quite tall so i do have to move the seat forward a bit but not to a point where i am uncomfortable for folk to get in. It will easily have the range as well, my other half went from Chesterfield to Blackburn and back to watch football the other evening which was a 140 mile round trip, set off with 100% and got back with 19% left. Boot is not a bad size either even taking into the annoyance that there isnt a proper storage solution for the cable for the car other than a little briefcase bag thing to put it in. I've ended up putting a short bungee cord across one side of the boot to hold the bag in place.",2022,10,25
"I would want to see my granny in something utterly stone-cold reliable. EVs have not really been around long enough for reliability stats to be significant, so we have to go by manufacturer. Toyota and Honda lead the reliability ratings all over the world. I wouldn't touch a Toyota BZ4X with a ten-foot pole, though. That leaves ... The Honda E. Cute as a button, turns on a dime, but not cheap. It's a Honda, it should be able to just go and go and go ...",2022,10,27
"I've not kept up to date with all the new EVs. When I got mine a few years ago, the only choice really was a Zoe or a Leaf. I'm going to get something newer over the summer. Pretty much, this is what I'd like: 
 
Supermini or City Car sized. 
Can charge as quickly as possible from whatever AC or DC charger is nearby 
200+ mile real world range 
available with a big discount through carwow or similar. 
 
What would you recommend?",2021,6,1
What's your budget?,2021,6,1
"Based on my wife's experience with the Zoe she bought a few weeks ago, then I'd highly recommend one. Over 200 miles range and a build quality that is surprisingly good. Quieter and more solid feeling than my old Tesla Model 3. I drove about 40 miles in it last week. Ride quality is excellent, again better than my old Tesla on some of the pretty bad lanes around here. Hard to fault it really, and that's coming from someone that now drives an I-Pace HSE.",2021,6,1
"Kia Soul EV can be had for just under £30k through carwow, although by using Kia PCP (£1000 of the discount is deposit contribution) which you can just pay off straight away. 
 
Zoe is good but slow on DC and no adaptive cruise (which I'd want in a car that do 200+ miles in one hit). 
 
ID.3 has lots of discounting, decent spec and quick charging but is a little bigger.",2021,6,1
"If a lower range had been acceptable, then there is the Honda E and Mini E. Both have around 140mile range and fast charging. 
The Leaf 2 is not a supermini, being family hatchback size.",2021,6,1
Peugeot e208.,2021,6,1
"e-niro 2 64kwh? 282 miles WLTP and they’ll get 200 all day long, £32485 as they’ve priced it to qualify for the grant. 
 
kona electric 64kwh premium 300miles WLTP 
 
skoda enyaq iv 60 Nav - £31995 245 miles WLTP but more likely to be closer to 200 in real world 
 
VW ID3 life 58kwh £30920 263 miles WLTP 
 
renault Zoe 50 - £30k for the rapid charge version, but £3k off at the moment so £27k. 245 miles WLTP",2021,6,1
"In principle, I am not sure thread's like these are helpful. It isn't that difficult to do your own research on cost, range and acceleration etc and the arrange some test drives, draw up a short list, get some concrete pricing from dealers or Internet and then check with your wife.",2021,6,1
"My vote goes to the Kia Soul first edition. High spec, long range fast charging, 7 year warranty and qualifies for PICG. List price was about £37K a few weeks ago. Now about £30 - 32K. What’s not to like. I took my own advice and bought one. 
 
E-Niro 2 also available with PICG but lower spec and looks a bit dated and boring looking according to my design assessor. They are the same under the skin.",2021,6,1
"@Smart51  ive just bought an ID3 life pro performance alloys and other goodies for £27,500 very decent dealer discounts if taking finance, try carwow or similar, but I actually got a better deal than carwow at my local dealer as they basically had the car in stock. Good luck.",2021,6,1
I’m about to look seriously at a Zoe as our second EV after the Niro. For charging 50kW CCS and 22kW AC is quite a useful combination in many areas.,2021,6,2
"The problem that you have is that city cars typically don't offer or need a ""200+ mile real world range"". 
 
I'd say, however, look at the Fiat 500e, because it comes damn close to fitting your listed requirements: 
 
 Supermini or City Car sized.  
 
It's a fiat 500, the very definition of city car sized. 
 
 Can charge as quickly as possible from whatever AC or DC charger is nearby  
 
11kW AC, 85kW DC is as good as anything else you're going to get really 
 
 200+ mile real world range  
 
150 real world. 
 
 available with a big discount through carwow or similar.  
 
top spec cars going with a discount:  https://www.autotrader.co.uk/classified/advert/new/202105142630911",2021,6,2
The 500 also gets much more affordable when the follow up versions are released. I think only the “prima” edition is available at the moment.,2021,6,2
"The PSA group cars could be worth a look. All have the same battery / drive, 150 to 200 mile range, 100A charging. My pick would be the Vauxhall Mokka E it got very good reviews and was good to test drive.",2021,6,2
"Thanks all for your replies. There are several cars there I've never heard of so it was interesting to take a look. I have a particular dislike of SUVs, somewhat against the fashion I know. 
 
The Skoda Mii / VW Up and Fiat 500 don't have the range I'm looking for. I might as well stick with my Zoe ZE20. The 208 / Corsa only charge at 7kW on AC (or a paltry 11kW upgrade - If you're going to offer an upgrade, do it properly). MGs are a bit bigger than I like. So it looks like a new Zoe for me.",2021,6,2
"I wouldn’t discount the Soul unless it really isn’t your thing, it gets rave reviews and having had a previous gen I would say extremely easy to place/drive and plus a 7 year warranty, I’d imagine it will hold its value better than the Zoe too, it’s also got quite a lot of go should you need it.",2021,6,2
"I would recommend KIA Niro, 4+ if you can stretch. I'm biased from only having Kias but they really do contend with the rest. Pricing has slowly raised over the years but still worth the money. We used  Impra Charge  who specialise with KIAs and podpoint. would reccomend.",2021,6,3
"eNiro maybe a crossover but it is the same height as a Zoe so not sure what disadvantages it may have over one, perhaps a little less nimble but it is a larger car, apparently the Soul is more nimble although I’m not disappointed by the way the eNiro drives.",2021,6,3
"1000 / £1.80 = 555 litres 
555 / 4.546 = 122 gallons 
 
~70 mpg passat = ~8500 miles a year 🤔 
 
If you went MG5/ZS then you might be winning in value/money. 
 
Depends how you view cars if it's A>B or something to enjoy and have pride over. With that yearly mileage it's harder to win financially. 
 
Atm there's only a few decent EVs like the EV6/Ioniq 5 (Or the new sister Genesis GV60) or the e-Niro/Kona 
 
VWs ID3/4 is pretty dull let's be honest. Cupra Born is more interesting. Skoda Enyaq worth a look value wise. 
 
 
 
You also have the BMW iX/i4 and Mercedes range but still big bucks. If you have cash the obv Taycan/Audi e-tron GT is a bit of fun. 
 
Mach-E / Volvo recharge / I-Pace / Polestar 2 maybe. 
 
Tesla always a good choice. 
 
I wouldn't drop the diesel for a Nissan be that a Leaf or Ariya, or it's sisters Renault Zoe or the upcoming Megane e-Tech. Or any of the PSA range. 
 
EVs are still expensive for what you get and it's pretty limiting on choice still. Still feels like we're at £10,000 4K TV stage waiting for the tech to filter down.",2022,4,11
"Changing cars is generally expensive, particularly at the moment given current prices, the depreciation often outweighs the fuel cost, so if finances are the concern then stick with your diesel until you need to change. 
 
Besides in a few years time there will more ex-fleet EVs coming off lease and hitting the used car market, providing more affordable used car options, upgrading from your diesel Passat to an MG5 might be an option?",2022,4,11
"I'm intrigued what kind of car you want to switch to? 
 
Hatchback 
Nope: ID3, Leaf/Zoe, Corsa-e/ Peugeot e-208, Mini, Honda e 
Shortlist: Cupra Born, Fiat 500e 
 
Estate 
Literally MG5 or Taycan Cross Turismo 🤷 
 
Saloon 
Nope: BMW i4 / Mercedes EQS 
Shortlist: Model 3/S, Polestar 2, Taycan, e-tron GT 
 
SUV 
Nope: ID4, BMW iX / e-tron / Mach-e / Ariya 
Shortlist: MGZS, Enyaq, e-Niro/Kona, EV6/Ioniq 5, Model Y 
 
Joke  
MX-30, Lexus UX 300-e, bz4x/Solterra",2022,4,11
I disagree with the MX-30 being a joke. It's a lovely car for the same money as a Zoe that won't kill all the occupants of the car and the other car in a crash.,2022,4,11
"The rear seats are fine for kids and small adults 
 
I cant comment on the wheel arches except they look silly with 17"" wheels - which for some reason are an optional extra, 18s by default 
 
Apparently acceleration is software limited but its still pretty perky - 143bhp isn't too shabby. A large portion of the 0-60 time appears to be 0-5 as it properly picks up after that. UK roads are limited to 70mph so the top speed isn't an issue 
 
DC charges 20 to 80 in 35 minutes ish so about the same as all other cars 
 
If you turn the heating off you get 117 miles real-world range - the same as a Mini 
 
To answer the actual question though just get a Tesla Mondeo S / 3",2022,4,11
"It always astounds me that people take umbrage to a dealership or car aales lot adding 15-20% to the price they gave you in p/x, they're businesses, not charities. Until you get under £10k, most people are more comfortable spending at a business than private sale, with finance options available. 
 
As always, it's the cost to change that really matters and selling via Motorway usually yields a bigger value for the outgoing car than the local dealership or WBAC coming in at a reasonable price and then chipping you down on everything that would be considered normal wear and tear by anyone's standards. 
 
I've had 16 new VAG cars and used to getting a 15% discount. In current climate, everyone's paying RRP,but the used prices are silly. We sold a 2018 and a 2019 Polo GTI+ a year apart, and we got £2500 more for the 2019 one last May when we chopped it in for our ID3 Family Pro Perfornance, even though both were dot on 2 years old when we got rid of them. That's the current shortage effect.",2022,4,12
"Nearly new ICE cars are commanding good money due to the parts shortages - its effecting all cars. Its not right to say oy EV used prices are seeing aniift due to chronically small pool of used cars. 
 
Financially, it makes no sense to go EV if you can't charge at home on a cheap overnight rate. For those without an off-street parking and the ability to park at home, there's no fuelling savings to be had. After everyone with off street parking has moved to EV willingly, almost everyone else will have a gun to their head to do so, come 2030.",2022,4,12
"Hello, 
 
New here. Have wanted to go EV for many years and thinking of taking the plunge around tax time, 2020. 
 
I've even thought about trying to find a working used Citi/Commuta car!! 
 
I'm thinking 2016 or 2017 (maybe 25) Leaf or Spark, with no more than 25k miles. 
 
My main concern is battery degradation. What should I expect around 70-100k miles. Will it just lose range and power, etc, or die all together. 
 
I know replacement batteries for the Leaf are around 5k for Leaf, maybe 10k (ouch!) for Spark. Are there signs that these might go down, because if the electric motor is still good, you should be able to keep it going. 
 
Can I get advice on this and opinions or used Leaf vs used Spark? 
Thanks! 
 
Jim",2019,10,11
"Never heard of the Spark - who makes it? And batteries these days are a non-problem, and will normally outlast the car.",2019,10,12
"Spark was a Chevy, actually made by Daewoo. I think it was available as gas as well as full plugin. They can be found used in about the same price range as older Leafs and Fiat 500e.  
 
But.... My understanding is that the shelf life of EV batteries is about 10 years/100,000 miles, and you will start to see degradation as they age. My big fear is buying a car and having to spend five thousand USD or more on new batteries. 
 
My daily commute is only about 22 miles both ways, so that's not a problem.",2019,10,12
"The leaf is ground up EV build. The Chevy has been adapted to be an EV.  
 
The leaf is going to be the better car and there's probably a lot more support for it. 
 
I wouldn't worry about the battery if the mileage is less than 25k.",2019,10,12
"The other bit you didn't state was where you are. Don't know about the Spark, but the fact the Leaf has no battery temperature control makes it less than ideal, in terms of degradation, for very hot areas. Hot batteries age faster.",2019,10,13
"I'm in Missouri, where we unfortunately both extremes: very hot/humid summers, and cold winters.",2019,10,13
Livery 1: Fiat 500 Abarth (Ingame name: Mini) https://t.co/ayo0L2ajDv,2023,7,24
The 2010 Fiat 500 Abarth 695 is a compact hatchback with a surprising punch. Powered by a turbocharged 1.4-liter in… https://t.co/mkzH5AQmlO,2023,7,24
"I've always wanted to drive a Fiat 500 Abarth, with its quirky and weird everything. Now that there's this Pikachu… https://t.co/EiA9b2NEFN",2023,7,24
"@thealso My 2 pence….as more and more electric vehicles hit the road, the previous sporty cars which were overlooke… https://t.co/HXqMKhWXpx",2023,7,23
"UNLIMITED Unlimited For Abarth parts development and import parts sales: UNLIMITED PARTS SALES
 Sforza カーボンパーツ
 Sfo… https://t.co/kNTalvg2JK",2023,7,23
When your Abarth 500 is having an identity crisis - “when I grow up I want to be a Ferrari” #abarth #ferrari https://t.co/WudORd756S,2023,7,22
"Models chosen are 1957 Fiat 500, 1982 Lancia 037, 1975 Abarth 131 and 2013 Alfa Romeo 4C.",2023,7,22
Fiat 500 abarth https://t.co/rvuH4MrVQC,2023,7,22
"@AutoPap Meh just get a Abarth 500 instead. More fun to drive, and easier to sell on when you get bored of it https://t.co/N4nYeeg7Ho",2023,7,22
"@BarryD1965 That's disappointing as when I got my Abarth 7 years ago, there were a couple of dealers with pre-regis… https://t.co/8RPlYdTdst",2023,7,22
Abarth 500 Electric! - I Might Buy One! Eventually. @evmanuk https://t.co/SxHHpxWDia via @YouTube @WatchJRGo1198 yo… https://t.co/55aoygWN8I,2023,7,21
RT @Jahhaj6: @AutoPap I think these will become 'rare but nobody cares'. They won't shake their reputation of just being a bit rubbish (whe…,2023,7,21
RT @CarMan201169: Can't really blame Fiat for pimping the Abarth name on the modern 500 if it helps sales of the performance versions but w…,2023,7,21
Can't really blame Fiat for pimping the Abarth name on the modern 500 if it helps sales of the performance versions… https://t.co/PiDKokEI7e,2023,7,21
@AutoPap Went to look at one in Bauer Millet in Manchester and ended up coming out with an Abarth 500.....,2023,7,21
@AutoPap I think these will become 'rare but nobody cares'. They won't shake their reputation of just being a bit r… https://t.co/VARv9x4uH4,2023,7,21
"ABARTH 500 1.4 Turbo T-Jet - € 39000

LINK MOTORS TREVISO VIA GRITTI, 119 SPRESIANO 31027 (TV) TEL: 0422 583 811 CE… https://t.co/DFI6WAOAn7",2023,7,21
My original character Abarth inspirated in 500 Barbie edition. I love to make different versions of him. https://t.co/1XRPuFT4Kr,2023,7,21
"@donutmedia @JamesPumphrey Today I learned ""give it the beans"" is an old phrase referring to actual beans, and not… https://t.co/QFjt1OH1Im",2023,7,21
